"100016","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"76403","56","ORAL","Orale"
"76404","56","ORAL","Orale"
"76405","56","ORAL","Orale"
"76406","56","ORAL","Orale"
"76407","56","ORAL","Orale"
"76408","56","ORAL","Orale"
"76409","56","ORAL","Orale"
"76438","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"76438","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"76460","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"76511","56","ORAL","Orale"
"76533","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"76533","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"76533","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"76534","49","INTRAVENOUS","Intraveineuse"
"76534","65","SUBCUTANEOUS","Sous-cutanée"
"76544","56","ORAL","Orale"
"76606","56","ORAL","Orale"
"76610","56","ORAL","Orale"
"76611","56","ORAL","Orale"
"76612","56","ORAL","Orale"
"76651","56","ORAL","Orale"
"76678","56","ORAL","Orale"
"76679","56","ORAL","Orale"
"76686","56","ORAL","Orale"
"76687","56","ORAL","Orale"
"76688","56","ORAL","Orale"
"76693","56","ORAL","Orale"
"76694","56","ORAL","Orale"
"76695","56","ORAL","Orale"
"76703","56","ORAL","Orale"
"76728","56","ORAL","Orale"
"76729","56","ORAL","Orale"
"76730","56","ORAL","Orale"
"76731","56","ORAL","Orale"
"76732","56","ORAL","Orale"
"76737","56","ORAL","Orale"
"76813","49","INTRAVENOUS","Intraveineuse"
"76840","56","ORAL","Orale"
"76885","56","ORAL","Orale"
"76886","56","ORAL","Orale"
"76896","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"76896","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"76903","70","TOPICAL","Topique"
"76904","56","ORAL","Orale"
"76924","56","ORAL","Orale"
"76925","56","ORAL","Orale"
"76928","56","ORAL","Orale"
"76970","49","INTRAVENOUS","Intraveineuse"
"76971","49","INTRAVENOUS","Intraveineuse"
"76976","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"77010","56","ORAL","Orale"
"77023","56","ORAL","Orale"
"77024","56","ORAL","Orale"
"77066","49","INTRAVENOUS","Intraveineuse"
"77068","56","ORAL","Orale"
"77079","97","INTRAVASCULAR","Intravasculaire"
"77088","56","ORAL","Orale"
"77098","22","INTRAMUSCULAR","Intramusculaire"
"77098","49","INTRAVENOUS","Intraveineuse"
"77120","70","TOPICAL","Topique"
"77121","70","TOPICAL","Topique"
"77210","56","ORAL","Orale"
"77336","56","ORAL","Orale"
"77337","56","ORAL","Orale"
"77338","56","ORAL","Orale"
"77371","56","ORAL","Orale"
"77372","56","ORAL","Orale"
"77397","56","ORAL","Orale"
"77520","56","ORAL","Orale"
"77566","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"77569","70","TOPICAL","Topique"
"77615","33","INTRAPERITONEAL","Intrapéritonéale"
"77615","49","INTRAVENOUS","Intraveineuse"
"77623","55","OPHTHALMIC","Ophtalmique"
"77631","56","ORAL","Orale"
"77643","56","ORAL","Orale"
"77644","56","ORAL","Orale"
"77645","56","ORAL","Orale"
"77646","56","ORAL","Orale"
"77647","56","ORAL","Orale"
"77651","56","ORAL","Orale"
"77655","56","ORAL","Orale"
"77656","56","ORAL","Orale"
"77657","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"77657","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"77657","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"77658","56","ORAL","Orale"
"77712","70","TOPICAL","Topique"
"77756","56","ORAL","Orale"
"77757","56","ORAL","Orale"
"77758","56","ORAL","Orale"
"77759","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"77759","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"77759","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"77808","56","ORAL","Orale"
"77809","56","ORAL","Orale"
"77817","49","INTRAVENOUS","Intraveineuse"
"77836","56","ORAL","Orale"
"77837","56","ORAL","Orale"
"77840","56","ORAL","Orale"
"77860","70","TOPICAL","Topique"
"77880","70","TOPICAL","Topique"
"77884","56","ORAL","Orale"
"77913","56","ORAL","Orale"
"77915","49","INTRAVENOUS","Intraveineuse"
"77929","56","ORAL","Orale"
"77932","56","ORAL","Orale"
"77933","56","ORAL","Orale"
"7795","22","INTRAMUSCULAR","Intramusculaire"
"7795","49","INTRAVENOUS","Intraveineuse"
"77958","56","ORAL","Orale"
"7796","73","UDDER WASH","Nettoyage du pis"
"77975","56","ORAL","Orale"
"77986","56","ORAL","Orale"
"77987","56","ORAL","Orale"
"77991","56","ORAL","Orale"
"77992","56","ORAL","Orale"
"77997","56","ORAL","Orale"
"77998","56","ORAL","Orale"
"77999","56","ORAL","Orale"
"78005","56","ORAL","Orale"
"78006","56","ORAL","Orale"
"78010","6","HAEMODIALYSIS","Hémodialyse"
"78012","6","HAEMODIALYSIS","Hémodialyse"
"78066","56","ORAL","Orale"
"78068","56","ORAL","Orale"
"78069","56","ORAL","Orale"
"78070","56","ORAL","Orale"
"78101","70","TOPICAL","Topique"
"78106","70","TOPICAL","Topique"
"78144","56","ORAL","Orale"
"78148","22","INTRAMUSCULAR","Intramusculaire"
"78148","49","INTRAVENOUS","Intraveineuse"
"78150","56","ORAL","Orale"
"78152","1","BLOCK/INFILTRATION","Bloc/Infiltration"
"78153","1","BLOCK/INFILTRATION","Bloc/Infiltration"
"78271","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"78271","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"78275","56","ORAL","Orale"
"78276","56","ORAL","Orale"
"78277","56","ORAL","Orale"
"78305","56","ORAL","Orale"
"78306","56","ORAL","Orale"
"78327","70","TOPICAL","Topique"
"78332","1","BLOCK/INFILTRATION","Bloc/Infiltration"
"78337","22","INTRAMUSCULAR","Intramusculaire"
"78337","49","INTRAVENOUS","Intraveineuse"
"78348","56","ORAL","Orale"
"78360","56","ORAL","Orale"
"78370","22","INTRAMUSCULAR","Intramusculaire"
"784","56","ORAL","Orale"
"78405","56","ORAL","Orale"
"78429","56","ORAL","Orale"
"78440","56","ORAL","Orale"
"78441","56","ORAL","Orale"
"78443","56","ORAL","Orale"
"78444","56","ORAL","Orale"
"78453","49","INTRAVENOUS","Intraveineuse"
"78466","56","ORAL","Orale"
"78468","56","ORAL","Orale"
"78469","56","ORAL","Orale"
"78470","56","ORAL","Orale"
"78477","56","ORAL","Orale"
"78525","49","INTRAVENOUS","Intraveineuse"
"78571","49","INTRAVENOUS","Intraveineuse"
"78657","56","ORAL","Orale"
"78674","56","ORAL","Orale"
"78793","56","ORAL","Orale"
"78794","56","ORAL","Orale"
"78806","49","INTRAVENOUS","Intraveineuse"
"78842","49","INTRAVENOUS","Intraveineuse"
"78842","65","SUBCUTANEOUS","Sous-cutanée"
"78845","56","ORAL","Orale"
"78846","56","ORAL","Orale"
"78847","56","ORAL","Orale"
"78914","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"78914","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"78914","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"78914","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"78928","56","ORAL","Orale"
"78934","56","ORAL","Orale"
"78976","70","TOPICAL","Topique"
"78981","49","INTRAVENOUS","Intraveineuse"
"79040","56","ORAL","Orale"
"79042","55","OPHTHALMIC","Ophtalmique"
"79043","56","ORAL","Orale"
"79099","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"79099","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"79115","56","ORAL","Orale"
"79144","1","BLOCK/INFILTRATION","Bloc/Infiltration"
"79159","56","ORAL","Orale"
"79160","56","ORAL","Orale"
"79161","56","ORAL","Orale"
"79162","56","ORAL","Orale"
"79220","70","TOPICAL","Topique"
"79223","70","TOPICAL","Topique"
"79244","22","INTRAMUSCULAR","Intramusculaire"
"79245","22","INTRAMUSCULAR","Intramusculaire"
"79354","56","ORAL","Orale"
"79359","56","ORAL","Orale"
"79403","56","ORAL","Orale"
"79404","56","ORAL","Orale"
"79408","49","INTRAVENOUS","Intraveineuse"
"79409","49","INTRAVENOUS","Intraveineuse"
"79410","49","INTRAVENOUS","Intraveineuse"
"79490","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"79505","56","ORAL","Orale"
"79510","49","INTRAVENOUS","Intraveineuse"
"79511","49","INTRAVENOUS","Intraveineuse"
"79512","70","TOPICAL","Topique"
"79513","70","TOPICAL","Topique"
"79541","56","ORAL","Orale"
"79553","56","ORAL","Orale"
"79562","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"79562","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"79564","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"79564","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"79568","56","ORAL","Orale"
"79590","56","ORAL","Orale"
"79621","70","TOPICAL","Topique"
"79650","56","ORAL","Orale"
"79738","70","TOPICAL","Topique"
"79761","49","INTRAVENOUS","Intraveineuse"
"79786","56","ORAL","Orale"
"79863","56","ORAL","Orale"
"79865","49","INTRAVENOUS","Intraveineuse"
"79893","56","ORAL","Orale"
"79894","56","ORAL","Orale"
"79896","56","ORAL","Orale"
"79940","1","BLOCK/INFILTRATION","Bloc/Infiltration"
"79943","56","ORAL","Orale"
"79944","56","ORAL","Orale"
"79945","56","ORAL","Orale"
"79946","56","ORAL","Orale"
"79987","56","ORAL","Orale"
"79988","70","TOPICAL","Topique"
"79990","3","BUCCAL","Buccale"
"80039","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"80039","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"80039","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"80062","56","ORAL","Orale"
"80063","56","ORAL","Orale"
"80064","56","ORAL","Orale"
"80065","56","ORAL","Orale"
"80074","56","ORAL","Orale"
"80075","56","ORAL","Orale"
"80095","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"80095","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"80095","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"80101","56","ORAL","Orale"
"80102","56","ORAL","Orale"
"80103","56","ORAL","Orale"
"80225","3","BUCCAL","Buccale"
"80263","55","OPHTHALMIC","Ophtalmique"
"80280","56","ORAL","Orale"
"80305","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"80335","70","TOPICAL","Topique"
"80349","56","ORAL","Orale"
"80438","70","TOPICAL","Topique"
"80443","70","TOPICAL","Topique"
"80452","49","INTRAVENOUS","Intraveineuse"
"80454","56","ORAL","Orale"
"80455","56","ORAL","Orale"
"80456","56","ORAL","Orale"
"80463","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"80463","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"80477","56","ORAL","Orale"
"8048","70","TOPICAL","Topique"
"80493","49","INTRAVENOUS","Intraveineuse"
"80493","65","SUBCUTANEOUS","Sous-cutanée"
"80493","66","SUBLINGUAL","Sublinguale"
"80534","56","ORAL","Orale"
"80546","49","INTRAVENOUS","Intraveineuse"
"80559","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"80559","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"80582","56","ORAL","Orale"
"80584","56","ORAL","Orale"
"80585","56","ORAL","Orale"
"80586","56","ORAL","Orale"
"80588","56","ORAL","Orale"
"80626","56","ORAL","Orale"
"80642","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"80642","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"80642","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"80645","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"80645","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"80646","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"80646","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"80646","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"80735","70","TOPICAL","Topique"
"80740","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"80754","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"80754","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"80777","56","ORAL","Orale"
"80953","49","INTRAVENOUS","Intraveineuse"
"80961","56","ORAL","Orale"
"80970","56","ORAL","Orale"
"81019","56","ORAL","Orale"
"81063","22","INTRAMUSCULAR","Intramusculaire"
"81063","49","INTRAVENOUS","Intraveineuse"
"81063","65","SUBCUTANEOUS","Sous-cutanée"
"81077","56","ORAL","Orale"
"81091","19","INTRADERMAL","Intradermique"
"81091","65","SUBCUTANEOUS","Sous-cutanée"
"81091","85","PERCUTANEOUS","Percutanée"
"81121","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"81121","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"81121","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"81138","56","ORAL","Orale"
"8116","56","ORAL","Orale"
"81195","56","ORAL","Orale"
"81197","56","ORAL","Orale"
"81198","56","ORAL","Orale"
"81199","56","ORAL","Orale"
"81216","56","ORAL","Orale"
"81217","56","ORAL","Orale"
"81218","56","ORAL","Orale"
"81226","6","HAEMODIALYSIS","Hémodialyse"
"81236","6","HAEMODIALYSIS","Hémodialyse"
"81237","6","HAEMODIALYSIS","Hémodialyse"
"81241","6","HAEMODIALYSIS","Hémodialyse"
"81242","6","HAEMODIALYSIS","Hémodialyse"
"81271","6","HAEMODIALYSIS","Hémodialyse"
"81277","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"81278","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"81278","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"81280","6","HAEMODIALYSIS","Hémodialyse"
"81317","56","ORAL","Orale"
"81336","56","ORAL","Orale"
"81364","56","ORAL","Orale"
"81418","49","INTRAVENOUS","Intraveineuse"
"81420","56","ORAL","Orale"
"81580","6","HAEMODIALYSIS","Hémodialyse"
"81594","6","HAEMODIALYSIS","Hémodialyse"
"816","70","TOPICAL","Topique"
"81648","49","INTRAVENOUS","Intraveineuse"
"81674","56","ORAL","Orale"
"81675","56","ORAL","Orale"
"81683","56","ORAL","Orale"
"8170","56","ORAL","Orale"
"8171","56","ORAL","Orale"
"8172","56","ORAL","Orale"
"81816","56","ORAL","Orale"
"81834","70","TOPICAL","Topique"
"81850","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"81851","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"81857","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"81857","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"81857","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"81864","56","ORAL","Orale"
"81882","56","ORAL","Orale"
"81896","70","TOPICAL","Topique"
"81943","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"81943","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"8203","55","OPHTHALMIC","Ophtalmique"
"82068","56","ORAL","Orale"
"82069","56","ORAL","Orale"
"82115","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"82131","56","ORAL","Orale"
"8214","56","ORAL","Orale"
"8215","56","ORAL","Orale"
"8216","56","ORAL","Orale"
"82160","70","TOPICAL","Topique"
"8217","56","ORAL","Orale"
"8218","56","ORAL","Orale"
"8219","56","ORAL","Orale"
"82205","56","ORAL","Orale"
"82206","70","TOPICAL","Topique"
"82207","56","ORAL","Orale"
"82280","49","INTRAVENOUS","Intraveineuse"
"82349","70","TOPICAL","Topique"
"82350","70","TOPICAL","Topique"
"82361","22","INTRAMUSCULAR","Intramusculaire"
"82368","70","TOPICAL","Topique"
"82372","70","TOPICAL","Topique"
"82381","70","TOPICAL","Topique"
"82406","56","ORAL","Orale"
"82414","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"82414","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"82414","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"82488","70","TOPICAL","Topique"
"82565","56","ORAL","Orale"
"82604","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"82604","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"82759","70","TOPICAL","Topique"
"8276","65","SUBCUTANEOUS","Sous-cutanée"
"82760","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"82760","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"82760","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"82792","70","TOPICAL","Topique"
"82801","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"82884","56","ORAL","Orale"
"82934","56","ORAL","Orale"
"83053","49","INTRAVENOUS","Intraveineuse"
"83099","56","ORAL","Orale"
"83100","56","ORAL","Orale"
"83210","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"83210","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"83210","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"83210","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"83237","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"8324","56","ORAL","Orale"
"83265","56","ORAL","Orale"
"83316","56","ORAL","Orale"
"83493","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"83498","59","PARENTERAL (UNSPECIFIED)","Parentérale (non spécifiée)"
"83557","22","INTRAMUSCULAR","Intramusculaire"
"83557","49","INTRAVENOUS","Intraveineuse"
"83557","65","SUBCUTANEOUS","Sous-cutanée"
"83618","56","ORAL","Orale"
"83695","49","INTRAVENOUS","Intraveineuse"
"83697","70","TOPICAL","Topique"
"83698","49","INTRAVENOUS","Intraveineuse"
"83760","56","ORAL","Orale"
"83761","56","ORAL","Orale"
"83762","56","ORAL","Orale"
"83763","56","ORAL","Orale"
"83769","56","ORAL","Orale"
"83770","56","ORAL","Orale"
"83777","49","INTRAVENOUS","Intraveineuse"
"83778","49","INTRAVENOUS","Intraveineuse"
"83824","56","ORAL","Orale"
"83825","56","ORAL","Orale"
"83827","56","ORAL","Orale"
"83828","56","ORAL","Orale"
"83872","56","ORAL","Orale"
"83873","56","ORAL","Orale"
"83880","56","ORAL","Orale"
"83962","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"84011","56","ORAL","Orale"
"84012","56","ORAL","Orale"
"84013","56","ORAL","Orale"
"84052","56","ORAL","Orale"
"84053","56","ORAL","Orale"
"84088","56","ORAL","Orale"
"84089","56","ORAL","Orale"
"84090","56","ORAL","Orale"
"84095","56","ORAL","Orale"
"84096","56","ORAL","Orale"
"84097","56","ORAL","Orale"
"84098","56","ORAL","Orale"
"84125","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"84125","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"84145","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"84280","56","ORAL","Orale"
"84281","56","ORAL","Orale"
"84282","56","ORAL","Orale"
"8429","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"84293","70","TOPICAL","Topique"
"84294","70","TOPICAL","Topique"
"84296","70","TOPICAL","Topique"
"84297","70","TOPICAL","Topique"
"84334","56","ORAL","Orale"
"84342","70","TOPICAL","Topique"
"84347","70","TOPICAL","Topique"
"84348","70","TOPICAL","Topique"
"84353","70","TOPICAL","Topique"
"84379","70","TOPICAL","Topique"
"84419","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"84441","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"84471","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"84532","56","ORAL","Orale"
"84533","22","INTRAMUSCULAR","Intramusculaire"
"84533","49","INTRAVENOUS","Intraveineuse"
"84539","49","INTRAVENOUS","Intraveineuse"
"84546","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"84546","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"84547","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"84547","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"8461","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"84615","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"84615","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"84615","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"84615","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"84638","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"84638","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"84638","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"84645","49","INTRAVENOUS","Intraveineuse"
"84646","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"84646","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"84646","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"84646","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"84661","56","ORAL","Orale"
"84662","56","ORAL","Orale"
"84663","56","ORAL","Orale"
"84690","56","ORAL","Orale"
"84691","56","ORAL","Orale"
"84696","56","ORAL","Orale"
"84705","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"84705","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"84705","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"84705","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"84818","70","TOPICAL","Topique"
"8482","56","ORAL","Orale"
"8483","56","ORAL","Orale"
"84859","6","HAEMODIALYSIS","Hémodialyse"
"84862","6","HAEMODIALYSIS","Hémodialyse"
"84977","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"84977","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"84977","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"84977","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"85060","70","TOPICAL","Topique"
"85081","49","INTRAVENOUS","Intraveineuse"
"85082","49","INTRAVENOUS","Intraveineuse"
"85093","49","INTRAVENOUS","Intraveineuse"
"85125","30","DISINFECTANT (Medical Instruments)","Désinfectant (Instruments médicaux)"
"85125","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"85139","6","HAEMODIALYSIS","Hémodialyse"
"85140","6","HAEMODIALYSIS","Hémodialyse"
"85141","6","HAEMODIALYSIS","Hémodialyse"
"85142","6","HAEMODIALYSIS","Hémodialyse"
"85143","6","HAEMODIALYSIS","Hémodialyse"
"85144","6","HAEMODIALYSIS","Hémodialyse"
"85145","6","HAEMODIALYSIS","Hémodialyse"
"85146","6","HAEMODIALYSIS","Hémodialyse"
"85162","56","ORAL","Orale"
"85172","65","SUBCUTANEOUS","Sous-cutanée"
"85205","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"85205","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"85205","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"85233","56","ORAL","Orale"
"85267","56","ORAL","Orale"
"85269","56","ORAL","Orale"
"85275","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"85275","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"85275","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"85275","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"85276","70","TOPICAL","Topique"
"85328","70","TOPICAL","Topique"
"85354","56","ORAL","Orale"
"85356","56","ORAL","Orale"
"85359","56","ORAL","Orale"
"85363","56","ORAL","Orale"
"85364","56","ORAL","Orale"
"85365","56","ORAL","Orale"
"85381","49","INTRAVENOUS","Intraveineuse"
"85403","56","ORAL","Orale"
"85404","56","ORAL","Orale"
"85406","56","ORAL","Orale"
"85407","56","ORAL","Orale"
"85408","56","ORAL","Orale"
"85448","56","ORAL","Orale"
"85460","56","ORAL","Orale"
"85461","56","ORAL","Orale"
"85511","56","ORAL","Orale"
"85517","49","INTRAVENOUS","Intraveineuse"
"85577","56","ORAL","Orale"
"8558","56","ORAL","Orale"
"85606","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"85606","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"85606","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"85606","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"85606","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"8563","53","NASAL","Nasale"
"85641","56","ORAL","Orale"
"85642","56","ORAL","Orale"
"85643","56","ORAL","Orale"
"8565","56","ORAL","Orale"
"8566","56","ORAL","Orale"
"85667","56","ORAL","Orale"
"85668","56","ORAL","Orale"
"85669","56","ORAL","Orale"
"8567","70","TOPICAL","Topique"
"85670","56","ORAL","Orale"
"85676","56","ORAL","Orale"
"85677","56","ORAL","Orale"
"85678","56","ORAL","Orale"
"85692","56","ORAL","Orale"
